Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Antlr 3.4.1.9004,,,,,"Antlr, 3.4.1.9004  Recommendation:  Remove Antlr, and replace with new package Antlr4 4.6.6"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,EntityFramework 6.1.0,,,,,"EntityFramework, 6.1.0  Recommendation:  Remove EntityFramework, and replace with new package EntityFramework 6.5.2"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Identity.Core 2.1.0,,,,,"Microsoft.AspNet.Identity.Core, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Identity.EntityFramework 2.1.0,,,,,"Microsoft.AspNet.Identity.EntityFramework, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Identity.Owin 2.1.0,,,,,"Microsoft.AspNet.Identity.Owin, 2.1.0  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Mvc 5.2.0,,,,,"Microsoft.AspNet.Mvc, 5.2.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Razor 3.2.0,,,,,"Microsoft.AspNet.Razor, 3.2.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.1,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.1  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.WebPages 3.2.0,,,,,"Microsoft.AspNet.WebPages, 3.2.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin 2.1.0,,,,,"Microsoft.Owin, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Host.SystemWeb 2.0.0,,,,,"Microsoft.Owin.Host.SystemWeb, 2.0.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security 2.1.0,,,,,"Microsoft.Owin.Security, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Cookies 2.1.0,,,,,"Microsoft.Owin.Security.Cookies, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Facebook 2.0.0,,,,,"Microsoft.Owin.Security.Facebook, 2.0.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Google 2.0.0,,,,,"Microsoft.Owin.Security.Google, 2.0.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.MicrosoftAccount 2.0.0,,,,,"Microsoft.Owin.Security.MicrosoftAccount, 2.0.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.OAuth 2.1.0,,,,,"Microsoft.Owin.Security.OAuth, 2.1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Twitter 2.0.0,,,,,"Microsoft.Owin.Security.Twitter, 2.0.0  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Web.Infrastructure 1.0.0.0,,,,,"Microsoft.Web.Infrastructure, 1.0.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Newtonsoft.Json 5.0.6,,,,,"Newtonsoft.Json, 5.0.6  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Owin 1.0,,,,,"Owin, 1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,TimePeriodLibrary.NET 2.0.0,,,,,"TimePeriodLibrary.NET, 2.0.0  Recommendation:  TimePeriodLibrary.NET, 2.1.6"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,bootstrap 3.0.0,,,,,"bootstrap, 3.0.0  Recommendation:  bootstrap, 5.3.8"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,EntityFramework 6.1.0,,,,,"EntityFramework, 6.1.0  Recommendation:  Should be replaced. Remove EntityFramework, and replace with new package EntityFramework, 6.5.2"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,jQuery 1.10.2,,,,,"jQuery, 1.10.2  Recommendation:  jQuery, 3.7.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,jQuery.Validation 1.11.1,,,,,"jQuery.Validation, 1.11.1  Recommendation:  jQuery.Validation, 1.21.0"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Identity.Owin 2.1.0,,,,,"Microsoft.AspNet.Identity.Owin, 2.1.0  Recommendation:  No supported version found"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.AspNet.Web.Optimization 1.1.1,,,,,"Microsoft.AspNet.Web.Optimization, 1.1.1  Recommendation:  Should be replaced. Remove Microsoft.AspNet.Web.Optimization, and replace with new package LigerShark.WebOptimizer.Core, 3.0.477"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin 2.1.0,,,,,"Microsoft.Owin, 2.1.0  Recommendation:  No supported version found"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin 2.1.0,,,,,"Microsoft.Owin, 2.1.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Host.SystemWeb 2.0.0,,,,,"Microsoft.Owin.Host.SystemWeb, 2.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security 2.1.0,,,,,"Microsoft.Owin.Security, 2.1.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Cookies 2.1.0,,,,,"Microsoft.Owin.Security.Cookies, 2.1.0  Recommendation:  No supported version found"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Cookies 2.1.0,,,,,"Microsoft.Owin.Security.Cookies, 2.1.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Use AddAuthentication().AddCookie() in Startup; adjust cookie options Remove Microsoft.Owin.Security.Cookies, and replace with new package Microsoft.AspNetCore.Authentication.Cookies, 2.3.11"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Facebook 2.0.0,,,,,"Microsoft.Owin.Security.Facebook, 2.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Google 2.0.0,,,,,"Microsoft.Owin.Security.Google, 2.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.MicrosoftAccount 2.0.0,,,,,"Microsoft.Owin.Security.MicrosoftAccount, 2.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.OAuth 2.1.0,,,,,"Microsoft.Owin.Security.OAuth, 2.1.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Use JWT Bearer for token validation; adopt IdentityServer or Azure AD for issuing tokens Remove Microsoft.Owin.Security.OAuth, and replace with new package Microsoft.AspNetCore.Authentication.JwtBearer, 10.0.9"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Microsoft.Owin.Security.Twitter 2.0.0,,,,,"Microsoft.Owin.Security.Twitter, 2.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,Newtonsoft.Json 5.0.6,,,,,"Newtonsoft.Json, 5.0.6  Recommendation:  Newtonsoft.Json, 13.0.4"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,DoctorPatient.csproj,File,DoctorPatient.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.5 Recommended target framework: net10.0"
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Account\Login.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Account\Manage.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Account\Register.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Appointment\Create.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Appointment\Edit.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Doctor\Availability.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Doctor\Create.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Doctor\Edit.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\RegisteredUsers\Edit.cshtml,,,,,,,,
Feature.0001,System.Web.Optimization bundling and minification is not supported in .NET Core and should be replaced with actual html tags pointing to content files,Active,Mandatory,1,DoctorPatient.csproj,File,Views\Shared\_Layout.cshtml,,,,,,,,
Feature.1000,Convert application initialization code from Global.asax.cs to .NET Core and clean up Global.asax.cs,Active,Mandatory,1,DoctorPatient.csproj,File,Global.asax.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,DoctorPatient.csproj,File,Global.asax.cs,,,,,,,,
Feature.0002,Routes registration via RouteCollection is not supported in .NET Core and needs to be converted to the route mappings on the application object,Active,Mandatory,1,DoctorPatient.csproj,File,App_Start\RouteConfig.cs,,,,,,,,
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DoctorPatient.csproj,File,Global.asax.cs,65,12,T:System.Web.HttpContext,,,,,"controller.Execute(new RequestContext(new HttpContextWrapper(Context), routeData));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DoctorPatient.csproj,File,Global.asax.cs,65,12,P:System.Web.HttpApplication.Context,,,,,"controller.Execute(new RequestContext(new HttpContextWrapper(Context), routeData));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DoctorPatient.csproj,File,Global.asax.cs,65,12,T:System.Web.HttpContextWrapper,,,,,"controller.Execute(new RequestContext(new HttpContextWrapper(Context), routeData));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,DoctorPatient.csproj,File,Global.asax.cs,65,12,M:System.Web.HttpContextWrapper.#ctor(System.Web.HttpContext),,,,,"controller.Execute(new RequestContext(new HttpContextWrapper(Context), routeData));"
